B365H,B365D,B365A,res
0.3076923076923077,0.3076923076923077,0.4347826086956522,0
0.30303030303030304,0.3125,0.4347826086956522,-1
0.48780487804878053,0.3125,0.25,0
0.5235602094240838,0.29411764705882354,0.23094688221709006,0
0.5988023952095809,0.2857142857142857,0.16666666666666666,-1
0.5235602094240838,0.3076923076923077,0.2222222222222222,1
0.8771929824561404,0.1111111111111111,0.06666666666666667,-1
0.7352941176470588,0.2,0.11764705882352941,0
0.6535947712418301,0.23809523809523808,0.15384615384615385,-1
0.3921568627450981,0.3333333333333333,0.3225806451612903,1
0.48780487804878053,0.3125,0.25,0
0.5780346820809249,0.2857142857142857,0.18181818181818182,-1
0.5405405405405405,0.30303030303030304,0.21052631578947367,-1
0.7751937984496123,0.17391304347826086,0.1,0
0.5,0.30303030303030304,0.25,1
0.058823529411764705,0.13333333333333333,0.8547008547008548,0
0.21052631578947367,0.2631578947368421,0.5882352941176471,1
0.5555555555555556,0.2857142857142857,0.2222222222222222,0
0.8547008547008548,0.13333333333333333,0.058823529411764705,-1
0.6666666666666666,0.25,0.13333333333333333,1
0.4347826086956522,0.3125,0.30303030303030304,1
0.25,0.3125,0.48780487804878053,1
0.3333333333333333,0.3125,0.4,1
0.46511627906976744,0.30303030303030304,0.2857142857142857,-1
0.5128205128205129,0.3076923076923077,0.23094688221709006,-1
0.35714285714285715,0.3125,0.37037037037037035,1
0.8474576271186441,0.13333333333333333,0.06666666666666667,-1
0.3448275862068966,0.3225806451612903,0.4,1
0.5988023952095809,0.25,0.2,1
0.7142857142857143,0.21052631578947367,0.11764705882352941,-1
0.46511627906976744,0.3125,0.26666666666666666,0
0.48780487804878053,0.3125,0.25,-1
0.46511627906976744,0.3125,0.2631578947368421,1
0.5,0.3125,0.23809523809523808,1
0.3472222222222222,0.3125,0.3846153846153846,0
0.21052631578947367,0.2777777777777778,0.5555555555555556,-1
0.05263157894736842,0.1,0.8849557522123894,1
0.3333333333333333,0.30303030303030304,0.4081632653061224,0
0.6172839506172839,0.25,0.18181818181818182,-1
0.4444444444444444,0.3225806451612903,0.2857142857142857,0
0.5235602094240838,0.29411764705882354,0.23094688221709006,-1
0.30303030303030304,0.3125,0.4347826086956522,-1
0.6944444444444444,0.2222222222222222,0.13333333333333333,-1
0.5405405405405405,0.29411764705882354,0.21052631578947367,-1
0.3921568627450981,0.3125,0.3472222222222222,-1
0.4347826086956522,0.3225806451612903,0.29411764705882354,-1
0.2777777777777778,0.29411764705882354,0.47619047619047616,0
0.9259259259259258,0.09090909090909091,0.034482758620689655,-1
0.9259259259259258,0.09090909090909091,0.029411764705882353,-1
0.625,0.25641025641025644,0.17391304347826086,0
0.625,0.2631578947368421,0.16666666666666666,1
0.5405405405405405,0.2857142857142857,0.2222222222222222,0
0.5,0.30303030303030304,0.25,-1
0.625,0.25641025641025644,0.16666666666666666,0
0.6535947712418301,0.25,0.14285714285714285,-1
0.4,0.3225806451612903,0.3225806451612903,1
0.6369426751592356,0.23094688221709006,0.18181818181818182,0
0.1,0.2,0.7692307692307692,1
0.06666666666666667,0.16666666666666666,0.819672131147541,1
0.14285714285714285,0.23809523809523808,0.6666666666666666,1
0.26666666666666666,0.30303030303030304,0.47619047619047616,-1
0.3448275862068966,0.3225806451612903,0.3802281368821293,1
0.6944444444444444,0.23809523809523808,0.11764705882352941,-1
0.3333333333333333,0.3225806451612903,0.4,1
0.45454545454545453,0.3125,0.2857142857142857,-1
0.2857142857142857,0.29411764705882354,0.46511627906976744,1
0.2777777777777778,0.2857142857142857,0.5,1
0.6535947712418301,0.25,0.14285714285714285,1
0.7142857142857143,0.21052631578947367,0.125,-1
0.4,0.3225806451612903,0.3225806451612903,0
0.5,0.3125,0.24390243902439027,-1
0.7352941176470588,0.2,0.11764705882352941,-1
0.35714285714285715,0.3125,0.3802281368821293,1
0.5235602094240838,0.2857142857142857,0.23809523809523808,-1
0.45454545454545453,0.3125,0.2857142857142857,-1
0.3846153846153846,0.3225806451612903,0.3448275862068966,0
0.9009009009009008,0.1111111111111111,0.04,-1
0.7692307692307692,0.18181818181818182,0.1,-1
0.819672131147541,0.14285714285714285,0.09090909090909091,-1
0.6211180124223602,0.2631578947368421,0.16666666666666666,0
0.49019607843137253,0.2857142857142857,0.2777777777777778,1
0.7142857142857143,0.21052631578947367,0.125,-1
0.3225806451612903,0.24390243902439027,0.47619047619047616,0
0.7142857142857143,0.21052631578947367,0.125,-1
0.30303030303030304,0.30303030303030304,0.4444444444444444,1
0.3225806451612903,0.2857142857142857,0.4444444444444444,1
0.37037037037037035,0.2777777777777778,0.4,-1
0.5555555555555556,0.25,0.24390243902439027,-1
0.1,0.19047619047619047,0.7692307692307692,-1
0.6211180124223602,0.27027027027027023,0.16,-1
0.7352941176470588,0.2,0.1111111111111111,-1
0.4,0.2949852507374631,0.36363636363636365,1
0.4,0.303951367781155,0.3460207612456747,-1
0.2857142857142857,0.2777777777777778,0.49019607843137253,1
0.35842293906810035,0.3225806451612903,0.35842293906810035,1
0.38167938931297707,0.2949852507374631,0.37037037037037035,0
0.7194244604316548,0.2222222222222222,0.1111111111111111,-1
0.6944444444444444,0.23809523809523808,0.11764705882352941,-1
0.4081632653061224,0.27027027027027023,0.38167938931297707,-1
0.78125,0.17391304347826086,0.1,-1
0.47619047619047616,0.3125,0.2570694087403599,1
0.6024096385542169,0.23094688221709006,0.2222222222222222,0
0.25,0.303951367781155,0.5,1
0.7194244604316548,0.23809523809523808,0.1,1
0.41841004184100417,0.3125,0.3225806451612903,1
0.4444444444444444,0.2949852507374631,0.3125,-1
0.6211180124223602,0.25,0.18181818181818182,0
0.4444444444444444,0.303951367781155,0.303951367781155,-1
0.47619047619047616,0.303951367781155,0.26666666666666666,1
0.47619047619047616,0.2638522427440633,0.3225806451612903,-1
0.6944444444444444,0.2222222222222222,0.13333333333333333,-1
0.08333333333333333,0.16666666666666666,0.8,1
0.6666666666666666,0.25,0.13333333333333333,0
0.303951367781155,0.3225806451612903,0.42194092827004215,1
0.47619047619047616,0.3225806451612903,0.25,0
0.5813953488372093,0.26666666666666666,0.2,-1
0.7692307692307692,0.18181818181818182,0.1,-1
0.5405405405405405,0.2777777777777778,0.23094688221709006,-1
0.7352941176470588,0.21052631578947367,0.10526315789473684,0
0.2222222222222222,0.2777777777777778,0.5714285714285714,-1
0.6024096385542169,0.26666666666666666,0.18181818181818182,1
0.6211180124223602,0.26666666666666666,0.16666666666666666,0
0.3225806451612903,0.3125,0.41841004184100417,1
0.19047619047619047,0.2777777777777778,0.5813953488372093,-1
0.4672897196261682,0.3076923076923077,0.2777777777777778,1
0.37037037037037035,0.2949852507374631,0.3846153846153846,0
0.49019607843137253,0.3125,0.25,1
0.4366812227074236,0.3076923076923077,0.3125,0
0.5405405405405405,0.2857142857142857,0.2222222222222222,-1
0.7352941176470588,0.19047619047619047,0.13333333333333333,-1
0.303951367781155,0.303951367781155,0.4444444444444444,-1
0.42194092827004215,0.3225806451612903,0.303951367781155,1
0.8403361344537815,0.14285714285714285,0.08333333333333333,0
0.4366812227074236,0.3225806451612903,0.2949852507374631,1
0.6944444444444444,0.25,0.125,1
0.625,0.2638522427440633,0.15384615384615385,-1
0.21052631578947367,0.23094688221709006,0.6097560975609756,0
0.4,0.2857142857142857,0.36363636363636365,0
0.1,0.18181818181818182,0.78125,1
0.4672897196261682,0.3225806451612903,0.26666666666666666,-1
0.819672131147541,0.16666666666666666,0.06666666666666667,-1
0.5464480874316939,0.2949852507374631,0.21052631578947367,1
0.6024096385542169,0.26666666666666666,0.18181818181818182,1
0.2638522427440633,0.2777777777777778,0.5128205128205129,1
0.3225806451612903,0.3125,0.41841004184100417,-1
0.78125,0.16666666666666666,0.10526315789473684,-1
0.5555555555555556,0.26666666666666666,0.2222222222222222,0
0.4366812227074236,0.2949852507374631,0.3225806451612903,1
0.5405405405405405,0.2857142857142857,0.2222222222222222,1
0.6666666666666666,0.23094688221709006,0.15384615384615385,-1
0.5263157894736842,0.2777777777777778,0.25,-1
0.5714285714285714,0.26666666666666666,0.21052631578947367,0
0.5263157894736842,0.2777777777777778,0.25,-1
0.8928571428571428,0.1111111111111111,0.047619047619047616,-1
0.4444444444444444,0.2949852507374631,0.3076923076923077,-1
0.45454545454545453,0.2949852507374631,0.303951367781155,-1
0.4081632653061224,0.3333333333333333,0.3125,-1
0.49019607843137253,0.303951367781155,0.2638522427440633,-1
0.5128205128205129,0.2857142857142857,0.26666666666666666,1
0.819672131147541,0.17391304347826086,0.07692307692307693,-1
0.42194092827004215,0.2949852507374631,0.3484320557491289,0
0.2857142857142857,0.3125,0.4672897196261682,-1
0.26666666666666666,0.2949852507374631,0.5,1
0.49019607843137253,0.3125,0.26666666666666666,0
0.21052631578947367,0.25,0.6024096385542169,0
0.1,0.16666666666666666,0.8,1
0.49019607843137253,0.303951367781155,0.2777777777777778,0
0.6369426751592356,0.2638522427440633,0.16666666666666666,0
0.8620689655172414,0.13333333333333333,0.058823529411764705,-1
0.23809523809523808,0.3225806451612903,0.49019607843137253,-1
0.6944444444444444,0.2222222222222222,0.14285714285714285,0
0.8620689655172414,0.125,0.06666666666666667,-1
0.27027027027027023,0.303951367781155,0.47619047619047616,-1
0.45454545454545453,0.2949852507374631,0.303951367781155,-1
0.5813953488372093,0.2777777777777778,0.19047619047619047,1
0.6944444444444444,0.2222222222222222,0.13333333333333333,-1
0.5813953488372093,0.26666666666666666,0.2,0
0.3125,0.3125,0.42194092827004215,-1
0.4672897196261682,0.303951367781155,0.2777777777777778,1
0.5263157894736842,0.303951367781155,0.2222222222222222,-1
0.2857142857142857,0.2857142857142857,0.47619047619047616,1
0.7194244604316548,0.21052631578947367,0.125,-1
0.3484320557491289,0.3225806451612903,0.38167938931297707,-1
0.07692307692307693,0.16666666666666666,0.8,1
0.5714285714285714,0.2857142857142857,0.19047619047619047,1
0.5,0.2857142857142857,0.2638522427440633,1
0.17391304347826086,0.21052631578947367,0.6666666666666666,1
0.6451612903225806,0.23809523809523808,0.18181818181818182,-1
0.6944444444444444,0.23094688221709006,0.14285714285714285,-1
0.6944444444444444,0.21052631578947367,0.15384615384615385,-1
0.6097560975609756,0.25,0.19047619047619047,-1
0.5813953488372093,0.2638522427440633,0.21052631578947367,-1
0.3225806451612903,0.3225806451612903,0.4081632653061224,0
0.8403361344537815,0.13333333333333333,0.07692307692307693,-1
0.4672897196261682,0.3460207612456747,0.25,-1
0.35842293906810035,0.3225806451612903,0.37037037037037035,0
0.5882352941176471,0.26666666666666666,0.19047619047619047,-1
0.5555555555555556,0.2949852507374631,0.21052631578947367,1
0.5555555555555556,0.2949852507374631,0.2,-1
0.06666666666666667,0.13333333333333333,0.8474576271186441,0
0.35842293906810035,0.2949852507374631,0.41841004184100417,0
0.8,0.19047619047619047,0.06666666666666667,-1
0.45454545454545453,0.3125,0.2777777777777778,-1
0.5263157894736842,0.2949852507374631,0.23094688221709006,-1
0.38167938931297707,0.3125,0.35842293906810035,0
0.2857142857142857,0.3125,0.4672897196261682,1
0.4366812227074236,0.2857142857142857,0.3333333333333333,-1
0.16666666666666666,0.23094688221709006,0.6535947712418301,-1
0.4,0.303951367781155,0.3484320557491289,1
0.2949852507374631,0.3125,0.4444444444444444,1
0.5882352941176471,0.25,0.21052631578947367,-1
0.5714285714285714,0.2857142857142857,0.19047619047619047,-1
0.5714285714285714,0.26666666666666666,0.21052631578947367,-1
0.8771929824561404,0.125,0.05263157894736842,-1
0.5555555555555556,0.2857142857142857,0.21052631578947367,0
0.8771929824561404,0.11764705882352941,0.058823529411764705,-1
0.5,0.2857142857142857,0.27027027027027023,-1
0.39370078740157477,0.3125,0.3484320557491289,0
0.09090909090909091,0.16666666666666666,0.8,1
0.4,0.303951367781155,0.3484320557491289,-1
0.1111111111111111,0.16666666666666666,0.7692307692307692,1
0.4,0.3076923076923077,0.3460207612456747,0
0.6944444444444444,0.23809523809523808,0.11764705882352941,-1
0.6369426751592356,0.23809523809523808,0.17391304347826086,-1
0.2777777777777778,0.2857142857142857,0.49019607843137253,1
0.5263157894736842,0.2949852507374631,0.23094688221709006,-1
0.15384615384615385,0.21052631578947367,0.6944444444444444,1
0.2857142857142857,0.2777777777777778,0.49019607843137253,1
0.5405405405405405,0.3076923076923077,0.2,-1
0.45454545454545453,0.2777777777777778,0.3225806451612903,1
0.6666666666666666,0.23094688221709006,0.15384615384615385,-1
0.5263157894736842,0.2777777777777778,0.25,0
0.8928571428571428,0.1111111111111111,0.05263157894736842,0
0.5813953488372093,0.2638522427440633,0.21052631578947367,-1
0.8403361344537815,0.14285714285714285,0.07692307692307693,-1
0.3484320557491289,0.3225806451612903,0.38167938931297707,1
0.13333333333333333,0.2777777777777778,0.6369426751592356,1
0.6024096385542169,0.25,0.2,1
0.6944444444444444,0.2222222222222222,0.13333333333333333,0
0.4444444444444444,0.2949852507374631,0.3125,-1
0.6944444444444444,0.23094688221709006,0.13333333333333333,-1
0.41841004184100417,0.303951367781155,0.3333333333333333,-1
0.10526315789473684,0.19047619047619047,0.7518796992481203,0
0.5263157894736842,0.3125,0.2222222222222222,0
0.07692307692307693,0.14285714285714285,0.8403361344537815,0
0.38167938931297707,0.3125,0.35842293906810035,-1
0.35842293906810035,0.2949852507374631,0.4,-1
0.3846153846153846,0.303951367781155,0.36363636363636365,-1
0.6944444444444444,0.21052631578947367,0.15384615384615385,-1
0.5714285714285714,0.26666666666666666,0.21052631578947367,-1
0.9259259259259258,0.09090909090909091,0.038461538461538464,-1
0.6666666666666666,0.23094688221709006,0.15384615384615385,0
0.8620689655172414,0.13333333333333333,0.058823529411764705,-1
0.42194092827004215,0.35842293906810035,0.2857142857142857,-1
0.49019607843137253,0.2857142857142857,0.2857142857142857,-1
0.4366812227074236,0.3333333333333333,0.2949852507374631,0
0.2,0.23094688221709006,0.6211180124223602,1
0.5,0.2857142857142857,0.2638522427440633,0
0.5263157894736842,0.2949852507374631,0.23094688221709006,0
0.6024096385542169,0.2857142857142857,0.16666666666666666,0
0.1,0.16666666666666666,0.78125,1
0.5405405405405405,0.2570694087403599,0.25,1
0.8771929824561404,0.1111111111111111,0.06666666666666667,-1
0.4672897196261682,0.3225806451612903,0.26666666666666666,0
0.2222222222222222,0.25,0.5813953488372093,-1
0.6944444444444444,0.2222222222222222,0.13333333333333333,-1
0.7352941176470588,0.21052631578947367,0.10526315789473684,0
0.36363636363636365,0.3125,0.37037037037037035,1
0.37037037037037035,0.3225806451612903,0.35842293906810035,0
0.4444444444444444,0.3225806451612903,0.2857142857142857,-1
0.15384615384615385,0.2,0.6944444444444444,1
0.39370078740157477,0.3333333333333333,0.3333333333333333,0
0.3076923076923077,0.3076923076923077,0.4366812227074236,-1
0.3333333333333333,0.3076923076923077,0.4081632653061224,1
0.3333333333333333,0.2949852507374631,0.42194092827004215,1
0.25,0.3125,0.49019607843137253,1
0.8,0.15384615384615385,0.1,1
0.5813953488372093,0.2638522427440633,0.21052631578947367,-1
0.5555555555555556,0.2949852507374631,0.2,-1
0.39370078740157477,0.3333333333333333,0.3225806451612903,1
0.15384615384615385,0.23094688221709006,0.6666666666666666,0
0.6369426751592356,0.25,0.16666666666666666,0
0.6024096385542169,0.2857142857142857,0.16666666666666666,-1
0.9523809523809523,0.06666666666666667,0.029411764705882353,-1
0.3460207612456747,0.3076923076923077,0.4,-1
0.6666666666666666,0.23094688221709006,0.15384615384615385,1
0.39370078740157477,0.2949852507374631,0.36363636363636365,1
0.6211180124223602,0.25,0.18181818181818182,-1
0.7194244604316548,0.23809523809523808,0.1,-1
0.39370078740157477,0.303951367781155,0.37037037037037035,1
0.49019607843137253,0.2777777777777778,0.303951367781155,1
0.47619047619047616,0.26666666666666666,0.3225806451612903,1
0.2,0.2857142857142857,0.5813953488372093,-1
0.37037037037037035,0.3076923076923077,0.38167938931297707,1
0.4672897196261682,0.3125,0.2857142857142857,-1
0.5,0.2949852507374631,0.26666666666666666,-1
0.4444444444444444,0.2857142857142857,0.3333333333333333,-1
0.5714285714285714,0.2777777777777778,0.2,-1
0.37037037037037035,0.3333333333333333,0.3460207612456747,0
0.5,0.2949852507374631,0.2638522427440633,1
0.9259259259259258,0.07692307692307693,0.043478260869565216,-1
0.4,0.303951367781155,0.3484320557491289,0
0.4366812227074236,0.2949852507374631,0.3225806451612903,1
0.45454545454545453,0.3076923076923077,0.2857142857142857,-1
0.8403361344537815,0.15384615384615385,0.06666666666666667,-1
0.36363636363636365,0.303951367781155,0.3846153846153846,-1
0.4672897196261682,0.2949852507374631,0.2949852507374631,0
0.78125,0.17391304347826086,0.10526315789473684,0
0.49019607843137253,0.2857142857142857,0.2777777777777778,1
0.16666666666666666,0.23094688221709006,0.6535947712418301,1
0.3076923076923077,0.2949852507374631,0.4444444444444444,1
0.21052631578947367,0.2638522427440633,0.5813953488372093,1
0.6535947712418301,0.23094688221709006,0.16666666666666666,1
0.6024096385542169,0.25,0.2,-1
0.42194092827004215,0.3125,0.3125,-1
0.7518796992481203,0.18181818181818182,0.11764705882352941,-1
0.49019607843137253,0.2949852507374631,0.26666666666666666,0
0.4366812227074236,0.3076923076923077,0.3076923076923077,-1
0.625,0.2638522427440633,0.16666666666666666,1
0.45454545454545453,0.2857142857142857,0.3225806451612903,-1
0.42194092827004215,0.3225806451612903,0.303951367781155,-1
0.3333333333333333,0.2949852507374631,0.4366812227074236,-1
0.35842293906810035,0.3076923076923077,0.38167938931297707,-1
0.13333333333333333,0.2222222222222222,0.6944444444444444,0
0.6944444444444444,0.2222222222222222,0.13333333333333333,-1
0.6666666666666666,0.2570694087403599,0.13333333333333333,-1
0.8928571428571428,0.1,0.058823529411764705,0
0.5813953488372093,0.2638522427440633,0.21052631578947367,0
0.5,0.2949852507374631,0.2638522427440633,-1
0.25,0.2570694087403599,0.5405405405405405,0
0.42194092827004215,0.2949852507374631,0.3333333333333333,1
0.6944444444444444,0.21052631578947367,0.14285714285714285,0
0.36363636363636365,0.303951367781155,0.3846153846153846,0
0.13333333333333333,0.26666666666666666,0.6535947712418301,1
0.5,0.2777777777777778,0.26666666666666666,0
0.9259259259259258,0.07692307692307693,0.047619047619047616,-1
0.4,0.3225806451612903,0.3225806451612903,1
0.5128205128205129,0.3076923076923077,0.23094688221709006,-1
0.41841004184100417,0.303951367781155,0.3333333333333333,-1
0.4444444444444444,0.303951367781155,0.303951367781155,0
0.5128205128205129,0.2857142857142857,0.25,1
0.3125,0.303951367781155,0.4366812227074236,1
0.42194092827004215,0.303951367781155,0.3225806451612903,-1
0.3125,0.2949852507374631,0.4444444444444444,0
0.5813953488372093,0.2638522427440633,0.21052631578947367,-1
0.10526315789473684,0.19047619047619047,0.7518796992481203,1
0.5555555555555556,0.2857142857142857,0.21052631578947367,-1
0.3460207612456747,0.2857142857142857,0.42194092827004215,0
0.9259259259259258,0.07692307692307693,0.05263157894736842,-1
0.6211180124223602,0.25,0.18181818181818182,-1
0.6535947712418301,0.23094688221709006,0.16666666666666666,-1
0.47619047619047616,0.2857142857142857,0.2857142857142857,-1
0.41841004184100417,0.303951367781155,0.3333333333333333,1
0.8403361344537815,0.13333333333333333,0.08333333333333333,-1
0.3484320557491289,0.3225806451612903,0.37037037037037035,-1
0.21052631578947367,0.2777777777777778,0.5555555555555556,1
0.6666666666666666,0.23094688221709006,0.15384615384615385,-1
0.5,0.2857142857142857,0.2638522427440633,0
0.4672897196261682,0.2949852507374631,0.2949852507374631,-1
0.49019607843137253,0.2857142857142857,0.2777777777777778,1
0.3225806451612903,0.2949852507374631,0.4366812227074236,-1
0.5128205128205129,0.2949852507374631,0.23809523809523808,0
0.1,0.15384615384615385,0.8,-1
0.4081632653061224,0.2949852507374631,0.3484320557491289,-1
0.6211180124223602,0.26666666666666666,0.16666666666666666,-1
0.14285714285714285,0.2222222222222222,0.6944444444444444,1
0.6666666666666666,0.25,0.13333333333333333,0
0.16666666666666666,0.26666666666666666,0.625,1
0.49019607843137253,0.303951367781155,0.2638522427440633,1
0.5405405405405405,0.2638522427440633,0.25,0
0.9174311926605504,0.09090909090909091,0.043478260869565216,-1
0.42194092827004215,0.3225806451612903,0.303951367781155,-1
0.23809523809523808,0.2949852507374631,0.5128205128205129,1
0.6666666666666666,0.23809523809523808,0.14285714285714285,-1
0.9345794392523364,0.07692307692307693,0.038461538461538464,-1
0.5405405405405405,0.2570694087403599,0.25,-1
0.6369426751592356,0.25,0.16666666666666666,-1
0.42194092827004215,0.3125,0.3125,0
0.42016806722689076,0.30303030303030304,0.3225806451612903,1
0.3921568627450981,0.2857142857142857,0.37037037037037035,1
0.42016806722689076,0.3333333333333333,0.29411764705882354,1
0.35714285714285715,0.3125,0.3846153846153846,1
0.5,0.2857142857142857,0.26666666666666666,0
0.3333333333333333,0.29411764705882354,0.42016806722689076,0
0.2857142857142857,0.29411764705882354,0.46511627906976744,1
0.1,0.17391304347826086,0.7751937984496123,1
0.4,0.3076923076923077,0.3448275862068966,-1
0.5714285714285714,0.2777777777777778,0.2,0
0.9090909090909091,0.1,0.043478260869565216,-1
0.5235602094240838,0.2857142857142857,0.23809523809523808,-1
0.5464480874316939,0.2777777777777778,0.23094688221709006,-1
0.9259259259259258,0.09090909090909091,0.038461538461538464,-1
0.5128205128205129,0.2777777777777778,0.2631578947368421,0
0.13333333333333333,0.26666666666666666,0.6451612903225806,0
0.5464480874316939,0.2857142857142857,0.2222222222222222,1
0.7352941176470588,0.18181818181818182,0.13333333333333333,-1
0.4444444444444444,0.3076923076923077,0.29411764705882354,-1
0.5988023952095809,0.2777777777777778,0.17391304347826086,0
0.5405405405405405,0.2857142857142857,0.2222222222222222,-1
0.4347826086956522,0.29411764705882354,0.3225806451612903,1
0.48780487804878053,0.3076923076923077,0.2631578947368421,1
0.45454545454545453,0.30303030303030304,0.29411764705882354,1
0.3472222222222222,0.3225806451612903,0.3802281368821293,-1
0.5128205128205129,0.2857142857142857,0.25,-1
0.08333333333333333,0.16666666666666666,0.8,1
0.3448275862068966,0.30303030303030304,0.4166666666666667,0
0.058823529411764705,0.13333333333333333,0.8547008547008548,1
0.6369426751592356,0.25,0.15384615384615385,-1
0.3076923076923077,0.3076923076923077,0.4347826086956522,-1
0.5555555555555556,0.2777777777777778,0.2222222222222222,0
0.5780346820809249,0.2857142857142857,0.18181818181818182,0
0.7142857142857143,0.21052631578947367,0.13333333333333333,-1
0.8849557522123894,0.1,0.058823529411764705,1
0.5235602094240838,0.30303030303030304,0.2222222222222222,-1
0.29411764705882354,0.3125,0.4444444444444444,1
0.46511627906976744,0.3125,0.27027027027027023,0
0.9009009009009008,0.1,0.06666666666666667,-1
0.6666666666666666,0.25,0.14285714285714285,-1
0.4347826086956522,0.30303030303030304,0.3125,-1
0.2,0.25,0.5988023952095809,1
0.36363636363636365,0.29411764705882354,0.3921568627450981,-1
0.30303030303030304,0.3076923076923077,0.4347826086956522,1
0.3225806451612903,0.3225806451612903,0.4166666666666667,1
0.819672131147541,0.16666666666666666,0.06666666666666667,-1
0.5464480874316939,0.2777777777777778,0.2222222222222222,-1
0.09090909090909091,0.15384615384615385,0.8,1
0.3076923076923077,0.3076923076923077,0.4347826086956522,0
0.48780487804878053,0.3076923076923077,0.25,-1
0.5,0.2857142857142857,0.2631578947368421,1
0.5405405405405405,0.2777777777777778,0.23094688221709006,-1
0.5988023952095809,0.26666666666666666,0.19047619047619047,-1
0.5988023952095809,0.26666666666666666,0.18181818181818182,-1
0.36363636363636365,0.30303030303030304,0.3846153846153846,1
0.8547008547008548,0.125,0.058823529411764705,-1
0.6369426751592356,0.25,0.16666666666666666,-1
0.2777777777777778,0.3125,0.45454545454545453,0
0.9523809523809523,0.06666666666666667,0.029411764705882353,0
0.48780487804878053,0.3076923076923077,0.25,1
0.8547008547008548,0.125,0.06666666666666667,0
0.2777777777777778,0.30303030303030304,0.46511627906976744,1
0.5128205128205129,0.3076923076923077,0.23094688221709006,1
0.4,0.3225806451612903,0.3225806451612903,1
0.21052631578947367,0.26666666666666666,0.5714285714285714,1
0.45454545454545453,0.3225806451612903,0.2777777777777778,0
0.46511627906976744,0.3076923076923077,0.2777777777777778,-1
0.1,0.17391304347826086,0.7751937984496123,1
0.45454545454545453,0.29411764705882354,0.29411764705882354,-1
0.48780487804878053,0.29411764705882354,0.26666666666666666,-1
0.47619047619047616,0.30303030303030304,0.27027027027027023,1
0.3076923076923077,0.3076923076923077,0.4347826086956522,-1
0.10526315789473684,0.17391304347826086,0.7692307692307692,1
0.8547008547008548,0.125,0.06666666666666667,-1
0.6666666666666666,0.25,0.13333333333333333,0
0.6172839506172839,0.25,0.18181818181818182,0
0.125,0.23094688221709006,0.6896551724137931,0
0.42016806722689076,0.3076923076923077,0.3125,1
0.5714285714285714,0.2631578947368421,0.2222222222222222,-1
0.48780487804878053,0.3125,0.24390243902439027,-1
