B365H,B365A,dif_tend,res
0.01753507014028055,0.19379373288713114,0.5862068965517242,0
0.023046092184368733,0.17858229388500155,0.3448275862068966,0
0.08767535070140278,0.04472163066626103,0.3448275862068966,0
0.09268537074148295,0.041679342865835106,0.5862068965517242,1
0.07064128256513026,0.0535442652874962,0.4482758620689655,-1
0.02655310621242485,0.16337085488287192,0.5172413793103449,0
0.004008016032064132,0.4828110739275936,0.2413793103448276,-1
0.05811623246492986,0.06875570428962581,0.6551724137931034,1
0.09168336673346691,0.037724368725281426,0.5172413793103449,1
0.12324649298597193,0.029510191664131435,0.3448275862068966,-1
0.0531062124248497,0.06875570428962581,0.6206896551724138,-1
0.0781563126252505,0.05293580772741102,0.5172413793103449,-1
0.05811623246492986,0.07514450867052024,0.5517241379310345,1
0.11272545090180358,0.03255247946455736,0.5172413793103449,0
0.01753507014028055,0.19379373288713114,0.3793103448275862,0
0.11272545090180358,0.030727106784301808,0.5862068965517242,-1
0.0531062124248497,0.07514450867052024,0.5517241379310345,-1
0.0405811623246493,0.10252509887435352,0.6206896551724139,0
0.0781563126252505,0.04928506236689992,0.4482758620689655,0
0.04559118236472945,0.09339823547307577,0.3793103448275862,-1
0.05811623246492986,0.06571341648919989,0.37931034482758624,-1
0.05511022044088176,0.07514450867052024,0.7931034482758621,-1
0.15831663326653306,0.02129601460298145,0.5172413793103448,1
0.02655310621242485,0.14815941588074233,0.5172413793103449,1
0.16482965931863724,0.02038332826285367,0.7241379310344829,0
0.023046092184368733,0.16337085488287192,0.5517241379310345,-1
0.07314629258517033,0.05993306966839064,0.5517241379310345,0
0.1282565130260521,0.027684818983875883,0.7241379310344829,-1
0.04559118236472945,0.08731365987222392,0.3103448275862069,0
0.03557114228456913,0.11773653787648311,0.5862068965517242,0
0.4488977955911823,0.006084575600851849,0.7586206896551724,1
0.038076152304609215,0.10252509887435352,0.4137931034482759,-1
0.002004008016032066,0.7566169759659264,0.103448275862069,-1
0.04809619238476953,0.08731365987222392,0.4482758620689655,-1
0.039579158316633264,0.10252509887435352,0.4482758620689655,-1
0.020040080160320634,0.17858229388500155,0.4827586206896552,-1
0.043086172344689366,0.08731365987222392,0.37931034482758624,-1
0.0781563126252505,0.05050197748707029,0.4482758620689655,1
0.19839679358717432,0.014602981442044423,0.37931034482758624,1
0.11773547094188375,0.030727106784301808,0.5172413793103449,-1
0.09819639278557113,0.03529053848494068,0.4827586206896552,0
0.04559118236472945,0.08731365987222392,0.3793103448275862,0
0.08316633266533066,0.041679342865835106,0.5862068965517242,-1
0.06062124248496993,0.06297535746881656,0.5862068965517242,1
0.06062124248496993,0.06297535746881656,0.4482758620689655,0
0.01753507014028055,0.17858229388500155,0.6206896551724138,1
0.01753507014028055,0.20900517188926074,0.4137931034482759,0
0.2985971943887775,0.009431092181320357,0.6206896551724138,1
0.07314629258517033,0.05293580772741102,0.5172413793103449,0
0.10821643286573146,0.03407362336477031,0.5517241379310345,1
0.07915831663326653,0.045330088226346224,0.6206896551724138,-1
0.08316633266533066,0.047763918466686955,0.41379310344827586,1
0.020040080160320634,0.20900517188926074,0.13793103448275862,0
0.0050100200400801514,0.4828110739275936,0.3103448275862069,-1
0.11272545090180358,0.029510191664131435,0.6551724137931034,-1
0.062625250501002,0.05993306966839064,0.5862068965517242,-1
0.06062124248496993,0.056890781867964715,0.17241379310344823,0
0.0781563126252505,0.05050197748707029,0.5517241379310345,1
0.07314629258517033,0.0535442652874962,0.5517241379310345,0
0.07314629258517033,0.056890781867964715,0.6206896551724138,1
0.08767535070140278,0.041679342865835106,0.5862068965517242,-1
0.23597194388777554,0.011256464861575909,0.6551724137931034,-1
0.03406813627254508,0.09735320961362945,0.896551724137931,0
0.023046092184368733,0.16337085488287192,0.27586206896551724,-1
0.08567134268537074,0.04472163066626103,0.7241379310344829,-1
0.06663326653306613,0.05993306966839064,0.5517241379310345,-1
0.07915831663326653,0.045330088226346224,0.4827586206896552,1
0.062625250501002,0.05993306966839064,0.5862068965517242,0
0.05811623246492986,0.06571341648919989,0.6206896551724138,-1
0.02655310621242485,0.16337085488287192,0.24137931034482757,-1
0.09268537074148295,0.041679342865835106,0.6206896551724138,1
0.0060120240480961845,0.4219653179190752,0.2068965517241379,-1
0.05811623246492986,0.06875570428962581,0.6896551724137931,0
0.062625250501002,0.056890781867964715,0.5862068965517242,0
0.0501002004008016,0.0809248554913295,0.3103448275862069,-1
0.028557114228456915,0.14815941588074233,0.4482758620689655,-1
0.15831663326653306,0.02038332826285367,0.4137931034482759,-1
0.04809619238476953,0.08731365987222392,0.4827586206896552,0
0.09168336673346691,0.04015819896562216,0.5862068965517242,1
0.11272545090180358,0.027684818983875883,0.6206896551724139,1
0.020040080160320634,0.19379373288713114,0.3103448275862069,-1
0.13777555110220438,0.027684818983875883,0.5862068965517242,1
0.028557114228456915,0.13294797687861273,0.4482758620689655,0
0.12324649298597193,0.027684818983875883,0.6896551724137931,0
0.07064128256513026,0.05293580772741102,0.6896551724137931,-1
0.03557114228456913,0.11013081837541833,0.3103448275862069,-1
0.039579158316633264,0.10252509887435352,0.5517241379310345,-1
0.062625250501002,0.06297535746881656,0.5172413793103449,1
0.014529058116232466,0.22421661089139036,0.5172413793103448,-1
0.0501002004008016,0.07210222087009432,0.5172413793103449,1
0.043086172344689366,0.09735320961362945,0.3448275862068966,-1
0.03557114228456913,0.11773653787648311,0.4137931034482759,0
0.014529058116232466,0.23942804989351993,0.27586206896551724,-1
0.22344689378757515,0.013386066321874057,0.6551724137931034,-1
0.08767535070140278,0.04289625798600548,0.5862068965517242,0
0.07314629258517033,0.05050197748707029,0.6206896551724138,0
0.0751503006012024,0.05050197748707029,0.4827586206896552,0
0.06763527054108216,0.056890781867964715,0.5517241379310345,0
0.8997995991983967,0.000912686340127776,0.8275862068965518,1
0.024549098196392782,0.17858229388500155,0.3793103448275862,-1
0.07064128256513026,0.05293580772741102,0.4137931034482759,1
0.19839679358717432,0.01794949802251293,0.5862068965517242,0
0.0501002004008016,0.07514450867052024,0.3793103448275862,1
0.038076152304609215,0.10252509887435352,0.4827586206896552,-1
0.07965931863727455,0.04472163066626103,0.5862068965517242,1
0.024549098196392782,0.14815941588074233,0.37931034482758624,0
0.023046092184368733,0.16337085488287192,0.3793103448275862,1
0.002004008016032066,0.6045025859446304,0.41379310344827586,-1
0.038076152304609215,0.10252509887435352,0.4827586206896552,0
0.07314629258517033,0.05384849406753879,0.5172413793103449,1
0.03306613226452905,0.12534225737754792,0.27586206896551724,-1
0.06713426853707413,0.05993306966839064,0.5862068965517242,1
0.039579158316633264,0.09735320961362945,0.3793103448275862,-1
0.1382765531062124,0.02646790386370551,0.7931034482758621,1
0.3737474949899799,0.006997261940979625,0.6551724137931034,0
0.1282565130260521,0.027989047763918466,0.7586206896551725,-1
0.08316633266533066,0.04928506236689992,0.4827586206896552,0
0.0345691382765531,0.12534225737754792,0.6206896551724138,-1
0.04559118236472945,0.08731365987222392,0.5172413793103449,-1
0.32364729458917835,0.009431092181320357,0.5517241379310345,1
0.0531062124248497,0.07514450867052024,0.4827586206896552,0
0.06312625250501,0.05993306966839064,0.5172413793103449,0
0.016032064128256515,0.22421661089139036,0.5517241379310345,-1
0.04559118236472945,0.08122908427137207,0.10344827586206895,0
0.020040080160320634,0.17858229388500155,0.3103448275862069,-1
0.03306613226452905,0.11773653787648311,0.4827586206896552,-1
0.05811623246492986,0.06449650136902951,0.41379310344827586,-1
0.03306613226452905,0.11013081837541833,0.5172413793103449,0
0.05811623246492986,0.0690599330696684,0.6551724137931034,-1
0.0531062124248497,0.07514450867052024,0.6206896551724138,0
0.0050100200400801514,0.543656829936112,0.2413793103448276,0
0.19839679358717432,0.01794949802251293,0.6896551724137931,0
0.06062124248496993,0.056890781867964715,0.5172413793103449,-1
0.020040080160320634,0.16337085488287192,0.3448275862068966,-1
0.009018036072144284,0.3611195619105567,0.3793103448275862,-1
0.32364729458917835,0.009431092181320357,0.7586206896551724,1
0.0405811623246493,0.09735320961362945,0.4482758620689655,-1
0.043086172344689366,0.09339823547307577,0.27586206896551724,0
0.025551102204408815,0.14815941588074233,0.5172413793103449,-1
0.02655310621242485,0.14055369637967752,0.5517241379310345,-1
0.23597194388777554,0.013386066321874057,0.5862068965517242,1
0.038076152304609215,0.10252509887435352,0.3448275862068966,-1
0.062625250501002,0.06449650136902951,0.3448275862068966,1
0.039579158316633264,0.10252509887435352,0.20689655172413796,-1
0.023046092184368733,0.19379373288713114,0.4827586206896552,-1
0.028557114228456915,0.11773653787648311,0.5862068965517242,-1
0.03557114228456913,0.11773653787648311,0.4482758620689655,0
0.028056112224448898,0.14815941588074233,0.3448275862068966,-1
0.010521042084168333,0.2698509278977791,0.4482758620689655,1
0.2735470941883767,0.011256464861575909,0.9310344827586208,-1
0.2109218436873747,0.014298752662001833,0.5862068965517242,0
0.03306613226452905,0.11773653787648311,0.41379310344827586,-1
0.15831663326653306,0.02129601460298145,0.5862068965517242,1
0.08316633266533066,0.045330088226346224,0.7241379310344829,-1
0.08567134268537074,0.047763918466686955,0.5172413793103449,1
0.062625250501002,0.06571341648919989,0.5517241379310345,1
0.03557114228456913,0.11013081837541833,0.37931034482758624,-1
0.05511022044088176,0.07210222087009432,0.4827586206896552,1
0.0050100200400801514,0.543656829936112,0.06896551724137934,-1
0.04809619238476953,0.08731365987222392,0.3448275862068966,1
0.3987975951903807,0.005171889260724066,0.5172413793103449,0
0.002004008016032066,0.7566169759659264,0.3793103448275862,0
0.15831663326653306,0.02129601460298145,0.6551724137931034,0
0.043086172344689366,0.09339823547307577,0.4482758620689655,-1
0.023046092184368733,0.17858229388500155,0.4482758620689655,-1
0.039579158316633264,0.10252509887435352,0.6551724137931034,-1
0.007014028056112218,0.4828110739275936,0.5862068965517242,0
0.12324649298597193,0.03407362336477031,0.6551724137931034,0
0.05811623246492986,0.07514450867052024,0.5172413793103449,-1
0.012024048096192383,0.2698509278977791,0.06896551724137934,-1
0.06763527054108216,0.05993306966839064,0.7586206896551725,1
0.0781563126252505,0.06297535746881656,0.5862068965517242,0
0.2735470941883767,0.011256464861575909,0.6896551724137931,1
0.023046092184368733,0.19379373288713114,0.13793103448275862,-1
0.0501002004008016,0.0809248554913295,0.41379310344827586,-1
0.0781563126252505,0.056890781867964715,0.3103448275862069,-1
0.14829659318637273,0.02190447216306663,0.5862068965517242,-1
0.062625250501002,0.06571341648919989,0.41379310344827586,0
0.062625250501002,0.07210222087009432,0.6206896551724138,-1
0.014529058116232466,0.2698509278977791,0.2068965517241379,-1
0.32364729458917835,0.007909948281107394,0.7931034482758621,1
0.06062124248496993,0.06875570428962581,0.5172413793103449,0
0.012024048096192383,0.2698509278977791,0.4827586206896552,-1
0.22344689378757515,0.014602981442044423,0.7241379310344829,1
0.0501002004008016,0.0809248554913295,0.37931034482758624,1
0.06663326653306613,0.05993306966839064,0.6551724137931034,0
0.03306613226452905,0.13294797687861273,0.5172413793103449,0
0.020040080160320634,0.19379373288713114,0.27586206896551724,1
0.10821643286573146,0.03529053848494068,0.6896551724137931,1
0.009018036072144284,0.3611195619105567,0.3103448275862069,-1
0.06763527054108216,0.05993306966839064,0.5517241379310345,0
0.028056112224448898,0.14055369637967752,0.4827586206896552,0
0.2735470941883767,0.011256464861575909,0.7241379310344829,1
0.043086172344689366,0.09735320961362945,0.5172413793103449,0
0.06663326653306613,0.06875570428962581,0.3103448275862069,-1
0.0405811623246493,0.09735320961362945,0.2413793103448276,0
0.03406813627254508,0.13294797687861273,0.4482758620689655,-1
0.0405811623246493,0.10252509887435352,0.3793103448275862,-1
0.043086172344689366,0.09735320961362945,0.5862068965517242,1
0.023046092184368733,0.16337085488287192,0.27586206896551724,-1
0.3987975951903807,0.006084575600851849,0.6896551724137931,0
0.11773547094188375,0.030727106784301808,0.5517241379310345,0
0.016032064128256515,0.23942804989351993,0.3103448275862069,-1
0.09268537074148295,0.041679342865835106,0.5172413793103449,1
0.0501002004008016,0.07514450867052024,0.6206896551724138,1
0.06062124248496993,0.06875570428962581,0.5862068965517242,1
0.0405811623246493,0.09339823547307577,0.5172413793103449,0
0.11272545090180358,0.03255247946455736,0.6896551724137931,1
0.09168336673346691,0.041679342865835106,0.4827586206896552,-1
0.18587174348697394,0.01734104046242775,0.4827586206896552,1
0.04809619238476953,0.07970794037115912,0.41379310344827586,1
0.03406813627254508,0.13294797687861273,0.3448275862068966,-1
0.1282565130260521,0.03407362336477031,0.6206896551724138,0
0.4488977955911823,0.006084575600851849,0.7241379310344828,1
0.05511022044088176,0.07970794037115912,0.4482758620689655,0
0.0405811623246493,0.11013081837541833,0.4137931034482759,-1
0.028557114228456915,0.16337085488287192,0.4482758620689655,0
0.0501002004008016,0.08731365987222392,0.5172413793103449,0
0.04809619238476953,0.09339823547307577,0.6896551724137931,1
0.012024048096192383,0.2698509278977791,0.13793103448275862,-1
0.0015030060120240496,0.7261940979616672,0.2068965517241379,-1
0.14829659318637273,0.02646790386370551,0.5517241379310345,1
0.020040080160320634,0.17858229388500155,0.6551724137931034,-1
0.08767535070140278,0.047763918466686955,0.4482758620689655,1
0.0405811623246493,0.11013081837541833,0.4482758620689655,0
0.0405811623246493,0.11013081837541833,0.3448275862068966,0
0.1032064128256513,0.04289625798600548,0.7241379310344828,0
0.031062124248496983,0.14815941588074233,0.5172413793103449,-1
0.06062124248496993,0.06875570428962581,0.4482758620689655,0
0.002004008016032066,0.6653483419531487,0.03448275862068961,-1
0.22344689378757515,0.016124125342257378,0.7931034482758621,1
0.024549098196392782,0.17858229388500155,0.3793103448275862,0
0.09268537074148295,0.04289625798600548,0.27586206896551724,0
0.05511022044088176,0.07514450867052024,0.4482758620689655,-1
0.11072144288577151,0.038332826285366606,0.5862068965517242,1
0.0501002004008016,0.08731365987222392,0.4827586206896552,-1
0.07915831663326653,0.05293580772741102,0.6206896551724138,0
0.03406813627254508,0.12534225737754792,0.4482758620689655,0
0.42384769539078154,0.004563431700638887,0.8620689655172414,1
0.028557114228456915,0.14055369637967752,0.4482758620689655,-1
0.03406813627254508,0.13294797687861273,0.5862068965517242,-1
0.010521042084168333,0.2698509278977791,0.4482758620689656,-1
0.020040080160320634,0.17858229388500155,0.6896551724137931,0
0.0531062124248497,0.07818679647094616,0.20689655172413796,0
0.05811623246492986,0.06875570428962581,0.4137931034482759,-1
0.04809619238476953,0.0809248554913295,0.41379310344827586,0
0.05811623246492986,0.07210222087009432,0.41379310344827586,1
0.031062124248496983,0.14055369637967752,0.4482758620689655,1
0.03406813627254508,0.12534225737754792,0.4827586206896552,-1
0.16482965931863724,0.02190447216306663,0.6896551724137931,0
0.10821643286573146,0.038332826285366606,0.6206896551724138,0
0.06763527054108216,0.056890781867964715,0.4827586206896552,0
0.028557114228456915,0.13294797687861273,0.5172413793103448,-1
0.14829659318637273,0.02494675996349255,0.5517241379310345,0
0.06062124248496993,0.07210222087009432,0.5172413793103449,0
0.08316633266533066,0.05293580772741102,0.5862068965517242,0
0.07314629258517033,0.056890781867964715,0.5172413793103449,1
0.07064128256513026,0.05993306966839064,0.5517241379310345,0
0.038076152304609215,0.11773653787648311,0.27586206896551724,0
0.05811623246492986,0.07210222087009432,0.5862068965517242,-1
0.002004008016032066,1.0000000000000002,0.27586206896551724,-1
0.012024048096192383,0.2698509278977791,0.3448275862068965,-1
0.023046092184368733,0.16337085488287192,0.4482758620689655,1
0.0405811623246493,0.11013081837541833,0.5517241379310345,0
0.04559118236472945,0.09339823547307577,0.4827586206896552,-1
0.10821643286573146,0.03529053848494068,0.5517241379310345,1
0.023046092184368733,0.19379373288713114,0.20689655172413796,-1
0.08316633266533066,0.045330088226346224,0.5862068965517242,-1
0.0531062124248497,0.07970794037115912,0.4827586206896552,0
0.11272545090180358,0.037724368725281426,0.5172413793103449,1
0.7995991983967934,0.0015211439002129623,0.6551724137931034,1
0.16482965931863724,0.02190447216306663,0.6206896551724138,0
0.062625250501002,0.056890781867964715,0.5172413793103449,-1
0.08767535070140278,0.05293580772741102,0.6206896551724138,-1
0.04809619238476953,0.08731365987222392,0.4827586206896552,1
0.07314629258517033,0.05993306966839064,0.5517241379310345,1
0.04809619238476953,0.09735320961362945,0.5517241379310345,-1
0.04559118236472945,0.09339823547307577,0.3448275862068966,1
0.10821643286573146,0.041679342865835106,0.6896551724137931,1
0.7995991983967934,0.000912686340127776,0.6551724137931034,1
0.010521042084168333,0.3306966839062976,0.3793103448275862,-1
0.04559118236472945,0.0809248554913295,0.4482758620689656,0
0.1282565130260521,0.027684818983875883,0.7241379310344829,-1
0.05511022044088176,0.07210222087009432,0.5517241379310345,-1
0.0405811623246493,0.11013081837541833,0.37931034482758624,-1
0.06763527054108216,0.06449650136902951,0.4827586206896552,1
0.11773547094188375,0.03407362336477031,0.5172413793103449,-1
0.0501002004008016,0.0809248554913295,0.5172413793103449,-1
0.04809619238476953,0.09339823547307577,0.6551724137931034,-1
0.0050100200400801514,0.4828110739275936,0.3448275862068966,-1
0.0751503006012024,0.04928506236689992,0.5517241379310345,-1
0.32364729458917835,0.007909948281107394,0.5517241379310345,-1
0.014529058116232466,0.22421661089139036,0.4827586206896552,-1
0.02655310621242485,0.16337085488287192,0.2068965517241379,-1
0.1032064128256513,0.04015819896562216,0.7931034482758621,-1
0.03406813627254508,0.14055369637967752,0.4137931034482759,-1
0.0531062124248497,0.0839671432917554,0.6206896551724138,-1
0.04809619238476953,0.08731365987222392,0.4137931034482759,-1
0.08316633266533066,0.0535442652874962,0.5172413793103449,-1
0.043086172344689366,0.10252509887435352,0.3448275862068966,1
0.18587174348697394,0.018862184362640713,0.7586206896551724,1
0.0015030060120240496,0.7261940979616672,0.3103448275862069,-1
0.13577154308617234,0.03407362336477031,0.6896551724137931,0
0.038076152304609215,0.11013081837541833,0.41379310344827586,-1
0.11773547094188375,0.03255247946455736,0.4827586206896552,1
0.05511022044088176,0.07514450867052024,0.37931034482758624,1
0.07314629258517033,0.056890781867964715,0.3448275862068966,-1
0.0781563126252505,0.056890781867964715,0.6206896551724138,0
0.03306613226452905,0.11773653787648311,0.4827586206896552,0
0.038076152304609215,0.11773653787648311,0.4137931034482759,1
0.012024048096192383,0.30027380590203834,0.4482758620689655,-1
0.5490981963927855,0.003650745360511104,0.5517241379310345,1
0.020040080160320634,0.19379373288713114,0.20689655172413796,0
0.0531062124248497,0.08731365987222392,0.5517241379310345,-1
0.0781563126252505,0.05993306966839064,0.6551724137931034,1
0.0405811623246493,0.09735320961362945,0.5172413793103449,0
0.12324649298597193,0.03255247946455736,0.6896551724137931,0
0.028056112224448898,0.16337085488287192,0.13793103448275862,-1
0.11072144288577151,0.037724368725281426,0.4827586206896552,1
0.14829659318637273,0.02646790386370551,0.5862068965517242,1
0.07314629258517033,0.05293580772741102,0.5172413793103449,1
0.05511022044088176,0.07514450867052024,0.7586206896551725,-1
0.0751503006012024,0.0535442652874962,0.6896551724137931,0
0.013026052104208416,0.2698509278977791,0.3448275862068966,-1
0.0015030060120240496,0.847885609978704,0.2413793103448276,-1
0.08767535070140278,0.047763918466686955,0.5172413793103449,1
0.0531062124248497,0.0809248554913295,0.5862068965517242,1
0.043086172344689366,0.10252509887435352,0.27586206896551724,-1
0.09819639278557113,0.04015819896562216,0.7241379310344829,-1
0.01753507014028055,0.20900517188926074,0.5172413793103449,-1
0.16482965931863724,0.02038332826285367,0.7931034482758621,1
0.0501002004008016,0.07210222087009432,0.5172413793103449,-1
0.062625250501002,0.06297535746881656,0.27586206896551724,-1
0.0501002004008016,0.08731365987222392,0.41379310344827586,-1
0.020040080160320634,0.20900517188926074,0.31034482758620696,1
0.05511022044088176,0.07514450867052024,0.5862068965517242,0
0.06062124248496993,0.06875570428962581,0.3793103448275862,-1
0.0531062124248497,0.07818679647094616,0.24137931034482757,-1
0.062625250501002,0.06875570428962581,0.6896551724137931,-1
0.49899799599198397,0.002738059020383328,0.5517241379310345,1
0.18587174348697394,0.018862184362640713,0.6551724137931034,1
0.023046092184368733,0.17858229388500155,0.17241379310344823,-1
0.0531062124248497,0.0839671432917554,0.5862068965517242,1
0.22344689378757515,0.014602981442044423,0.4827586206896552,1
0.06763527054108216,0.06449650136902951,0.6896551724137931,0
0.0531062124248497,0.07970794037115912,0.6206896551724138,-1
0.13326653306613226,0.03407362336477031,0.8620689655172413,0
0.013026052104208416,0.2698509278977791,0.4482758620689655,-1
0.06062124248496993,0.0809248554913295,0.6206896551724138,-1
0.004008016032064132,0.6045025859446304,0.37931034482758624,-1
0.03006012024048095,0.14055369637967752,0.6206896551724138,1
0.11773547094188375,0.03255247946455736,0.7241379310344829,0
0.16482965931863724,0.02190447216306663,0.5517241379310345,1
0.062625250501002,0.07514450867052024,0.6206896551724138,0
0.0501002004008016,0.0839671432917554,0.2413793103448276,-1
0.01753507014028055,0.20900517188926074,0.31034482758620696,-1
0.020040080160320634,0.22421661089139036,0.27586206896551724,-1
0.04809619238476953,0.11013081837541833,0.4482758620689656,-1
0.07915831663326653,0.0535442652874962,0.37931034482758624,1
0.6993987975951903,0.000912686340127776,0.7931034482758621,-1
0.1032064128256513,0.041679342865835106,0.3103448275862069,-1
0.0,1.0000000000000002,0.24137931034482757,-1
0.0531062124248497,0.0809248554913295,0.8275862068965518,1
0.06763527054108216,0.06449650136902951,0.6896551724137931,0
0.014529058116232466,0.2698509278977791,0.24137931034482757,1
0.2735470941883767,0.011256464861575909,0.8275862068965518,1
0.13577154308617234,0.027684818983875883,0.6206896551724138,-1
0.07915831663326653,0.0535442652874962,0.4482758620689655,1
0.039579158316633264,0.11013081837541833,0.5172413793103449,-1
0.06663326653306613,0.06449650136902951,0.5862068965517242,-1
0.04559118236472945,0.09339823547307577,0.4482758620689655,0
0.2109218436873747,0.012169151201703685,0.5862068965517242,1
0.023046092184368733,0.16337085488287192,0.3448275862068966,-1
0.11272545090180358,0.03255247946455736,0.7931034482758621,1
0.11773547094188375,0.03529053848494068,0.41379310344827586,-1
0.06062124248496993,0.06875570428962581,0.4482758620689655,-1
0.06663326653306613,0.06297535746881656,0.7586206896551725,1
0.05511022044088176,0.07818679647094616,0.41379310344827586,-1
0.10821643286573146,0.037724368725281426,0.5172413793103449,-1
0.06763527054108216,0.06297535746881656,0.41379310344827586,-1
0.04809619238476953,0.07970794037115912,0.6206896551724138,0
0.08316633266533066,0.047763918466686955,0.5172413793103449,-1
0.062625250501002,0.05993306966839064,0.8275862068965518,0
0.01753507014028055,0.23942804989351993,0.3103448275862069,0
0.0781563126252505,0.0535442652874962,0.37931034482758624,0
0.043086172344689366,0.09735320961362945,0.4827586206896552,-1
0.062625250501002,0.06571341648919989,0.4827586206896552,0
0.062625250501002,0.06571341648919989,0.5862068965517242,-1
0.03406813627254508,0.12534225737754792,0.2068965517241379,0
0.0035070140280561157,0.6045025859446304,0.3793103448275862,-1
0.2109218436873747,0.016124125342257378,0.6551724137931034,0
0.0531062124248497,0.07970794037115912,0.4827586206896552,-1
0.15831663326653306,0.02494675996349255,0.6896551724137931,1
0.024549098196392782,0.17858229388500155,0.41379310344827586,-1
0.11272545090180358,0.03529053848494068,0.5172413793103449,1
